Question,Count,Answered,Rating
log into canvas on ipad,1,true,
cant sign on to uis,1,true,bad
testing center,1,true,
exam center,1,true,
testing center number,1,false,
do you have a testing center,1,true,
what is the testing centers number,1,true,
is there a power outage,1,false,
graduate admission,1,true,
phd tesol,1,true,bad
financial aid help,1,true,
phd of tesol,1,true,good
i would be a transfer,1,true,
i am transfer student from nassau community college senior year,1,true,
i would like the contact information for the registrar,1,true,
yes i will be admitted to scholarship,1,false,
will the classes for winter and spring will be remotely or face to face,1,true,
i am interested in undecided peter j tobin college of business bachelor of science,1,true,
will the classes for winter and spring will be on zoom or webex,1,false,
will the classes be on zoom,1,false,
will the graduation will be held in person or virtual if covid starts to spread again,1,false,
do we do the graduation virtually or in person,1,true,
i will be graduating in may 19 2024 undergraduate student,1,true,
will the graduation ceremony will be virtual,1,true,
fees for masters program pharmacology,1,true,
i have questions about the nursing program,1,false,
parent access to student academic record,1,true,
how can i order a transcript,1,true,
how much for the tuition,1,true,
where can i apply for scholarships,2,true,
where can i find an official transcript,1,true,
need to set up okta on new phone,1,true,
love you,1,true,bad
does the tuition price include room and board,1,true,
do i have to make an account after i submit my application,1,true,
how do i find out if im accepted,1,false,
when do i find out when accepttce,1,true,
my canvas account isnt signing in,1,true,
how do i get an electronic official transcript,1,true,
whats the catholic scholarship,1,true,
status checker,1,true,
how do i apply for scholarships,1,true,
are there application fee waivers for veterans,1,false,
how do i get the vpn connection,1,true,
contact someone,1,true,
office of registar number,1,true,
is the campus store open,1,false,
campus store hours,2,true,
is it easy for a new student to receive financial aid,1,true,
do you have majors in biology,1,true,
virtual tours and sessions,1,true,
are there virtual campus tours,1,true,
how can i access canvas on my phone,2,true,
im an accepted student do you have an ap score equivalent chart,1,false,
ap score conversion chart,1,false,
how many credits do i get for ap scores,1,true,good
i want to speak to someone in admissions,1,true,
student portal,18,true,
pay a bill,2,true,
deadlines,3,true,
what time do i get my early action decsion,1,true,
diversity statement,1,true,
how can i see if i was accepted,1,true,
where can i get my transcript,2,true,
mathematics,2,true,
mathematics faculty,1,true,
mathematics department website,1,true,
list of mathematics faculty,1,false,
where can i print the 2024 calendar,1,false,
may i message a student,1,true,
is a minor in business any different from a major in business,1,true,
is st johns uniersity a top college,1,true,
i forgot my passworod,1,true,good
does st johns have a good biochemistry program,1,true,
what are notable alumni of st johns,1,true,
what are some alumni of st johns,1,false,
i want to mail you,1,true,bad
can you provide some information about international scholarships,1,true,
does it accept css profile,1,true,
is only fafsa accepted,1,true,
can i get refund for spring 2024 classes,1,true,
what is our organizations okta url,1,true,
electronic transcript,1,true,
how do i access housing portal,1,true,
transferring schools,1,true,good
how to access my cost,1,false,
how to access my cost of attendance,1,true,
how to access my immunization forms,1,true,
i want online masters programs,1,true,
i applied for spring 2024 as a transfer student 3 weeks ago,1,true,
when will i know,1,true,
round 2 deadline,1,true,
dead line to apply for fall 2024,1,true,
document deadline,1,true,
document deadline for undergrad rolling admissions,1,true,
i want to acess my portal,1,true,
scholarahips for international students,1,true,good
hi how would i know which grants i qualify for,1,true,good
summa cum laude,1,false,
academic calendar spring 2024,6,true,
setting up okta sign in on new phone,1,true,
how can i login to my account,1,true,
where is the login button,1,true,
do you require a css profile,1,true,good
canvas courses not working,1,false,
canvas courses,1,true,
i dobt see it,1,true,
i m the professor,1,true,
can you tell me more about this university,1,true,
what makes st johns university a good university,1,true,
create account,2,true,
where can i verify students degree,1,true,
gym,7,true,
do you have a gym,1,true,
do you offer an acute care np program,1,false,
where can i find my gpa,2,true,
tuition fees for risk management and risk analytics master of science,1,true,
need to change phone number associated with my signon,1,true,
hi i would like to know if the yellow ribbon program also covers masters degrees,1,true,
can i chat with someone in the veteran office,1,false,
how can i add my transcript o my application,1,true,
wherewhen can i see my grades from the fall semester,1,false,
if i applied regular decision when should i hear back,2,true,
lets fill up a request information form,1,true,
grades,2,false,
i need to check the status of my application,1,true,
veteran,1,true,
veterans affairs,1,true,
what are the costs of study in the undergraduate physics program,1,false,
office of scholarships and financial aid,7,true,
catalog,1,false,
show me a catalog,1,false,
what day is the deadline to receive my final grades,1,true,bad
does st johns have a nursing program,1,true,
what is the gpa required to get accepted into the nursing program,1,true,
i need to talk with agent,1,true,
graduate admission qualifications of the school of education,1,true,
how to see your schedule,1,true,
how to create an account with st johns,1,true,
i would like to get a copy of my transcript,2,true,
